Key,Date,mmdd,DayOfTheWeek,Area,Distance,Timestamp,Tip,OrderAmount,TipPercent,Housing,GenderOfTipper,Cash/Credit_Tip,Cash/Credit_Order,GenderOfDeliverer,PersonWhoDelivered,Area(text),Latitude,Longitude,month
1000,42258,911,Friday,6,1,0.790277778,5.51,14.49,0.38026225,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
1001,42266,919,Saturday,10,3.2,0.790277778,5,16.6,0.301204819,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
1002,42274,927,Sunday,2,2.2,0.790277778,5,42.28,0.118259224,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
1003,42294,1017,Saturday,1,3,0.790277778,0,10.95,0,House,Female,-,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
1004,42302,1025,Sunday,10,4.4,0.790277778,6.1,18.9,0.322751323,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
1005,42295,1018,Sunday,2,2.9,0.789583333,7,23.14,0.302506482,Business,Male,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1006,42213,728,Tuesday,3,2.5,0.788888889,5.08,12.92,0.393188854,Business,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Jul
1007,42232,816,Sunday,3,2.1,0.788888889,6.37,49.63,0.128349788,House,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
1008,42244,828,Friday,9,0.0751894,0.788888889,4.28,15.72,0.272264631,Apartment,Female,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Aug
1009,42287,1010,Saturday,10,3.8,0.788888889,2,12.87,0.155400155,Apartment,Female,Cash,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
1010,42294,1017,Saturday,1,3.3,0.788888889,4,17.84,0.224215247,House,Female,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
1011,42296,1019,Monday,1,3.4,0.788888889,1.12,13.88,0.080691643,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Oct
1012,42302,1025,Sunday,5,0.9,0.788888889,3,15.72,0.190839695,House,Female,Cash,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Oct
1013,42223,807,Friday,2,2.3,0.788194444,2,37.12,0.05387931,Apartment,Female,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
1014,42258,911,Friday,3,2.9,0.788194444,3,22.08,0.135869565,Apartment,Male,Cash,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
1015,42275,928,Monday,2,2.3,0.788194444,2,20.37,0.098183603,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
1016,42287,1010,Saturday,9,0.4,0.788194444,3.22,16.78,0.191895113,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
1017,42233,817,Monday,10,3.4,0.7875,5,38.74,0.129065565,Apartment,Female,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
1018,42296,1019,Monday,1,3.3,0.7875,2,10.92,0.183150183,Apartment,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Oct
1019,42213,728,Tuesday,7,3.6,0.786805556,3,23.34,0.128534704,House,Female,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Jul
1020,42216,731,Friday,6,1.7,0.786805556,2,23.83,0.083927822,House,Male,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Jul
1021,42294,1017,Saturday,8,7.5,0.786805556,4,20.68,0.193423598,House,Male,Credit,Credit,Male,Angel,Hidden Springs,43.723879,-116.255046,Oct
1022,42211,726,Sunday,6,1.9,0.786111111,3,33.95,0.088365243,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
1023,42233,817,Monday,5,0.6,0.786111111,3.55,16.45,0.215805471,Business,Female,Cash,Cash,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Aug
1024,42260,913,Sunday,7,3,0.786111111,3,25.34,0.118389897,House,Male,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Sep
1025,42303,1026,Monday,2,3.4,0.786111111,3,18.36,0.163398693,Business,Male,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1026,42295,1018,Sunday,9,0.5,0.785416667,2,22.16,0.090252708,Apartment,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
1027,42204,719,Sunday,1,3.1,0.784722222,7,23.18,0.301984469,House,Male,Cash,Credit,Male,Angel,North End,43.633105,-116.208304,Jul
1028,42268,921,Monday,1,3.7,0.784722222,2,12.53,0.159616919,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
1029,42228,812,Wednesday,5,0.2,0.784027778,2,10.92,0.183150183,Business,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1030,42230,814,Friday,6,2.2,0.784027778,3,19.25,0.155844156,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1031,42245,829,Saturday,6,1.2,0.784027778,6,21,0.285714286,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
1032,42246,830,Sunday,6,0.9,0.784027778,2,11.48,0.174216028,House,Male,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1033,42253,906,Sunday,4,4.3,0.784027778,2,39.83,0.050213407,House,Female,Cash,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
1035,42275,928,Monday,6,0.8,0.784027778,3.78,21.22,0.178133836,Apartment,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1036,42239,823,Sunday,1,4.1,0.783333333,2,14.65,0.136518771,Apartment,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
1037,42246,830,Sunday,1,3.1,0.783333333,3,15.71,0.190961171,Apartment,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
1038,42246,830,Sunday,6,0.9,0.783333333,5,30.8,0.162337662,House,Female,Cash,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1039,42252,905,Saturday,3,2,0.783333333,1.49,19.51,0.076371092,Apartment,Female,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Sep
1040,42272,925,Friday,6,1.2,0.782638889,17.65,27.35,0.645338208,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1041,42288,1011,Sunday,6,1.8,0.782638889,1.11,9.89,0.11223458,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
1042,42217,801,Saturday,6,0.2,0.781944444,3,26.02,0.115295926,Apartment,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1043,42247,831,Monday,6,1.1,0.781944444,3,15.27,0.196463654,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
1044,42265,918,Friday,6,2.2,0.781944444,3,11.48,0.261324042,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1045,42301,1024,Saturday,2,1.4,0.781944444,1.35,14.65,0.092150171,Apartment,Female,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1046,42231,815,Saturday,4,4.6,0.78125,12,29.3,0.409556314,House,Male,Cash,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
1047,42238,822,Saturday,1,2.4,0.78125,2.71,17.29,0.156737999,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Aug
1048,42272,925,Friday,2,3.7,0.78125,1.17,8.83,0.132502831,Business,Female,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
1049,42293,1016,Friday,3,2.6,0.78125,6,31.6,0.189873418,Apartment,Female,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Oct
1050,42293,1016,Friday,3,2.7,0.78125,5,21,0.238095238,Apartment,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Oct
1051,42302,1025,Sunday,6,1.1,0.78125,4,22.42,0.178412132,House,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
1052,42225,809,Sunday,3,2.5,0.780555556,7.23,20.37,0.354933726,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
1053,42259,912,Saturday,7,3,0.780555556,2,13.28,0.15060241,Apartment,Female,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Sep
1054,42273,926,Saturday,1,2.5,0.780555556,5,60.6,0.082508251,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
1055,42286,1009,Friday,4,5.4,0.780555556,5,26.31,0.190041809,House,Male,Cash,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
1056,42251,904,Friday,4,1.8,0.779861111,2.88,10.12,0.28458498,House,Female,Credit,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Sep
1057,42287,1010,Saturday,4,3,0.779861111,5,35.85,0.139470014,House,Female,Credit,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
1058,42295,1018,Sunday,6,1.1,0.779861111,3,25.78,0.116369279,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
1059,42245,829,Saturday,5,1.9,0.779166667,3,16.78,0.178784267,Apartment,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1060,42266,919,Saturday,9,1.7,0.779166667,4,21,0.19047619,Apartment,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
1061,42281,1004,Sunday,2,2.3,0.779166667,5.12,14.88,0.344086022,House,Female,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1062,42308,1031,Saturday,3,3.2,0.779166667,5,21.7,0.230414747,Hotel,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Oct
1063,42218,802,Sunday,5,1.5,0.778472222,4.23,16.77,0.252236136,House,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1064,42218,802,Sunday,5,1.5,0.778472222,4.23,16.77,0.252236136,House,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1065,42286,1009,Friday,3,2.2,0.778472222,0.3,33.7,0.008902077,Apartment,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Oct
1066,42286,1009,Friday,3,2.2,0.778472222,5,24.54,0.203748981,House,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Oct
1067,42197,712,Sunday,6,1,0.777777778,2,11.86,0.168634064,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
1068,42245,829,Saturday,1,2.5,0.777777778,3,17.84,0.168161435,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Aug
1069,42245,829,Saturday,4,1.7,0.777777778,3.5,21.5,0.162790698,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
1070,42253,906,Sunday,8,8.1,0.777777778,8,52.97,0.151028884,House,Male,Credit,Credit,Male,Angel,Hidden Springs,43.723879,-116.255046,Sep
1071,42274,927,Sunday,5,1.3,0.777777778,5,18.37,0.272182907,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
1072,42288,1011,Sunday,2,2.5,0.777777778,2.16,17.84,0.121076233,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1073,42293,1016,Friday,3,2.2,0.777777778,2,21.53,0.092893637,House,Female,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Oct
1074,42224,808,Saturday,6,1,0.777083333,5,26,0.192307692,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1075,42274,927,Sunday,5,0.6,0.777083333,3,17.84,0.168161435,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
1076,42286,1009,Friday,6,0.9,0.777083333,0,26.3,0,Apartment,Male,-,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
1077,42210,725,Saturday,6,1.9,0.776388889,4,24.67,0.162140251,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Jul
1079,42307,1030,Friday,6,2.3,0.776388889,3.12,14.88,0.209677419,House,Female,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Oct
1080,42309,1101,Sunday,3,2.1,0.776388889,2,12.54,0.159489633,Apartment,Male,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Nov
1081,42244,828,Friday,6,2.6,0.775694444,3,14.66,0.204638472,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1082,42281,1004,Sunday,2,2.3,0.775694444,2,20.37,0.098183603,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1083,42247,831,Monday,5,1,0.775,2.36,14.64,0.161202186,House,Female,Cash,Cash,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1084,42253,906,Sunday,6,0.3,0.775,3.52,11.48,0.306620209,Apartment,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1085,42288,1011,Sunday,9,2.5,0.775,5.22,16.78,0.311084625,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
1086,42272,925,Friday,5,1.2,0.774305556,4.03,20.97,0.192179304,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
1087,42274,927,Sunday,10,3,0.774305556,2.35,14.65,0.160409556,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Sep
1088,42294,1017,Saturday,1,2.6,0.774305556,2,14.35,0.139372822,House,Female,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Oct
1089,42218,802,Sunday,3,2,0.773611111,2.35,14.65,0.160409556,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
1090,42218,802,Sunday,3,2,0.773611111,2.35,14.65,0.160409556,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
1091,42246,830,Sunday,3,2.2,0.773611111,2,14.65,0.136518771,House,Male,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Aug
1092,42274,927,Sunday,1,2.5,0.772916667,4,18.24,0.219298246,House,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Sep
1093,42288,1011,Sunday,1,3.1,0.772916667,3.14,11.86,0.264755481,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Oct
1094,42300,1023,Friday,9,0.3,0.772916667,2,15.37,0.130123617,Apartment,Male,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Oct
1095,42303,1026,Monday,5,1.5,0.772916667,2,14.65,0.136518771,House,Female,Cash,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
1096,42261,914,Monday,6,0.2,0.772222222,16.6,32.67,0.508111417,Apartment,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
1097,42273,926,Saturday,9,0.4,0.772222222,3,23.13,0.129701686,Apartment,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
1098,42301,1024,Saturday,5,0.9,0.772222222,2,30.02,0.066622252,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Oct
1099,42233,817,Monday,6,1.7,0.771527778,4,28.67,0.139518661,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
1100,42258,911,Friday,3,1.9,0.771527778,2,27.1,0.073800738,Apartment,Male,Cash,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
1101,42266,919,Saturday,2,2.5,0.771527778,1,16.09,0.062150404,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
1102,42302,1025,Sunday,6,0.9,0.771527778,5,30.19,0.165617754,House,Male,Cash,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Oct
1103,42309,1101,Sunday,3,3.5,0.771527778,0.35,14.65,0.023890785,Hotel,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Nov
1104,42209,724,Friday,1,2.5,0.770833333,5.02,25.23,0.198969481,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Jul
1105,42236,820,Thursday,8,7.6,0.770833333,6,46.4,0.129310345,House,Female,Credit,Credit,Female,Sammie,Hidden Springs,43.723879,-116.255046,Aug
1106,42238,822,Saturday,6,1.6,0.770833333,5,20.21,0.247402276,Apartment,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
1107,42259,912,Saturday,6,1.4,0.770833333,2,23.86,0.083822297,House,Female,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
1108,42261,914,Monday,1,2.5,0.770833333,4,32.67,0.122436486,House,Female,Cash,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
1109,42265,918,Friday,1,1.9,0.770833333,3.69,19.31,0.191092698,House,Male,Cash,Cash,Female,Sammie,North End,43.633105,-116.208304,Sep
1110,42213,728,Tuesday,3,2.5,0.770138889,3,21.48,0.139664804,House,Male,Credit,Credit,Male,Angel,Garden City,43.633857,-116.24628,Jul
1111,42228,812,Wednesday,2,2,0.770138889,2,42.59,0.04695938,House,Female,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
1112,42239,823,Sunday,10,3.7,0.770138889,8.05,31.95,0.251956182,House,Male,Cash,Cash,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
1113,42239,823,Sunday,6,1.1,0.770138889,3.35,14.65,0.228668942,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1114,42252,905,Saturday,6,1.1,0.770138889,1.67,23.33,0.071581655,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
1115,42282,1005,Monday,1,3,0.770138889,3.47,21.53,0.16117046,Apartment,Male,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Oct
1116,42288,1011,Sunday,4,2.8,0.770138889,5,28.43,0.175870559,House,Female,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
1117,42216,731,Friday,4,3.4,0.769444444,5,26.01,0.192233756,House,Male,Cash,Cash,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Jul
1118,42260,913,Sunday,5,0.9,0.769444444,2,12.42,0.161030596,House,Male,Cash,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Sep
1119,42279,1002,Friday,10,4.3,0.769444444,4,20.83,0.192030725,House,Male,Credit,Credit,Male,Angel,Bogus Basin - Brumback Hills,43.654203,-116.190788,Oct
1120,42300,1023,Friday,7,3,0.769444444,3.31,11.69,0.28314799,Apartment,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
1121,42309,1101,Sunday,6,0.3,0.769444444,2.06,14.94,0.137884873,Apartment,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Nov
1122,42203,718,Saturday,9,7.7,0.76875,6,18.88,0.31779661,House,Female,Credit,Credit,Male,Angel,WhiteWater - Gary (South of State),43.652722,-116.259743,Jul
1123,42247,831,Monday,6,1.8,0.76875,2.75,14.65,0.187713311,House,Female,Cash,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Aug
1124,42254,907,Monday,1,3.3,0.76875,2,23.14,0.086430424,House,Male,Credit,Credit,Female,Sammie,North End,43.633105,-116.208304,Sep
1125,42260,913,Sunday,6,0.9,0.76875,2,14.65,0.136518771,House,Male,Credit,Credit,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Sep
1126,42281,1004,Sunday,5,1.1,0.76875,3,36.47,0.082259391,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
1127,42231,815,Saturday,3,2.1,0.768055556,2.49,17.51,0.142204455,Apartment,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Aug
1128,42204,719,Sunday,1,3.6,0.767361111,4.81,35.19,0.136686559,House,Female,Cash,Cash,Male,Angel,North End,43.633105,-116.208304,Jul
1129,42228,812,Wednesday,3,2.3,0.767361111,3.22,16.78,0.191895113,House,Male,Cash,Cash,Female,Sammie,Garden City,43.633857,-116.24628,Aug
1130,42266,919,Saturday,2,2.5,0.767361111,2,22.25,0.08988764,Apartment,Male,Credit,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Sep
1131,42273,926,Saturday,9,1.1,0.767361111,3.56,15.44,0.230569948,Apartment,Male,Cash,Cash,Female,Sammie,WhiteWater - Gary (South of State),43.652722,-116.259743,Sep
1132,42289,1012,Monday,7,3.6,0.767361111,2.25,19.75,0.113924051,House,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
1133,42254,907,Monday,7,3.5,0.766666667,5,18.9,0.264550265,House,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Sep
1134,42267,920,Sunday,3,3.1,0.766666667,2,19.78,0.101112235,House,Female,Cash,Credit,Male,Angel,Garden City,43.633857,-116.24628,Sep
1135,42197,712,Sunday,6,0.8,0.765972222,2.25,17.32,0.129907621,Apartment,Female,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Jul
1136,42206,721,Tuesday,3,2.7,0.765972222,2,18.9,0.105820106,Apartment,Female,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Jul
1137,42240,824,Monday,1,2.4,0.765972222,3,25.47,0.11778563,House,Female,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Aug
1138,42251,904,Friday,3,2.7,0.765972222,4,23.67,0.168990283,Apartment,Female,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
1139,42307,1030,Friday,4,1.6,0.765972222,2.5,28.31,0.088308018,House,Female,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
1140,42233,817,Monday,5,1.3,0.765277778,3.29,17.71,0.185770751,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1141,42240,824,Monday,10,3.3,0.765277778,3.5,18.99,0.18430753,Apartment,Male,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
1142,42267,920,Sunday,3,2,0.765277778,2,17.84,0.112107623,House,Female,Credit,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Sep
1143,42268,921,Monday,6,1.6,0.765277778,6.05,36.95,0.163734777,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1144,42293,1016,Friday,5,1.5,0.765277778,2,18.84,0.106157113,House,Male,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Oct
1145,42197,712,Sunday,7,3.1,0.764583333,2.94,22.06,0.133272892,House,Female,Cash,Cash,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Jul
1146,42224,808,Saturday,6,1.1,0.764583333,3.14,11.86,0.264755481,House,Male,Cash,Cash,Female,Sammie,Collister - Gary (North of State),43.666573,-116.263356,Aug
1147,42232,816,Sunday,2,2.3,0.764583333,2,20.37,0.098183603,House,Female,Credit,Credit,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
1148,42246,830,Sunday,4,2.6,0.764583333,3,30.01,0.099966678,House,Male,Credit,Credit,Female,Sammie,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Aug
1149,42265,918,Friday,3,2.1,0.764583333,0,29.95,0,Apartment,Male,-,Credit,Male,Angel,Garden City,43.633857,-116.24628,Sep
1150,42287,1010,Saturday,7,3.5,0.764583333,3,21,0.142857143,House,Female,Credit,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
1151,42294,1017,Saturday,7,2.4,0.764583333,2,39.78,0.050276521,House,Male,Credit,Credit,Male,Angel,West of Gary/Glennwood,43.672328,-116.286124,Oct
1152,42295,1018,Sunday,2,2.4,0.764583333,4.56,15.44,0.295336788,House,Male,Cash,Cash,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1153,42244,828,Friday,10,3.3,0.763888889,6,24.94,0.240577386,Apartment,Male,Credit,Credit,Female,Sammie,Bogus Basin - Brumback Hills,43.654203,-116.190788,Aug
1154,42272,925,Friday,6,2.2,0.763888889,0,42.45,0,Business,Female,-,Cash,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1155,42287,1010,Saturday,2,2.4,0.763888889,3.16,26.44,0.119515885,Apartment,Male,Cash,Cash,Male,Angel,WhiteWater - Downtown (South of State),43.624462,-116.21835,Oct
1156,42251,904,Friday,5,0.7,0.763194444,3.19,28.81,0.110725443,House,Female,Credit,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Sep
1157,42274,927,Sunday,6,2.2,0.763194444,4.69,18.31,0.256144184,House,Male,Credit,Credit,Male,Angel,Collister - Gary (North of State),43.666573,-116.263356,Sep
1158,42296,1019,Monday,4,1.6,0.763194444,3,21,0.142857143,House,Male,Credit,Credit,Male,Angel,Bogus Basin - Gary (North of Hill),43.659428,-116.231891,Oct
1159,42196,711,Saturday,5,3,0.7625,0,13.88,0,Apartment,Female,-,Credit,Male,Angel,28th - Collister (North of State),43.648076,-116.23413,Jul
1160,42213,728,Tuesday,3,3,0.7625,2,16.5,0.121212121,House,Male,Cash,Credit,Female,Sammie,Garden City,43.633857,-116.24628,Jul
1161,42218,802,Sunday,5,1.6,0.7625,3,24.69,0.121506683,House,Male,Credit,Credit,Female,Sammie,28th - Collister (North of State),43.648076,-116.23413,Aug
1162,42232,816,Sunday,2,3.5,0.7625,2,23.9,0.083682008,Apartment,Male,Cash,Credit,Female,Sammie,WhiteWater - Downtown (South of State),43.624462,-116.21835,Aug
1163,42287,1010,Saturday,1,3.4,0.7625,2,15.71,0.127307447,House,Male,Credit,Credit,Male,Angel,North End,43.633105,-116.208304,Oct
1164,42287,1010,Saturday,7,3.1,0.7625,0,15.71,0,House,Female,-,Credit,Female,Sammie,West of Gary/Glennwood,43.672328,-116.286124,Oct
1165,42295,1018,Sunday,3,3.2,0.7625,4.4,22.6,0.194690265,Hotel,Male,Cash,Cash,Male,Angel,Garden City,43.633857,-116.24628,Oct
